"","probesDrop"
"18266","cg14056656"
"18267","cg14056849"
"18268","cg14057946"
"18269","cg14057952"
"18270","cg14059126"
"18271","cg14059729"
"18272","cg14059735"
"18273","cg14059959"
"18274","cg14060113"
"18275","cg14061270"
"18276","cg14064399"
"18277","cg14065526"
"18278","cg14065720"
"18279","cg14066905"
"18280","cg14067524"
"18281","cg14067716"
"18282","cg14068184"
"18283","cg14068309"
"18284","cg14068872"
"18285","cg14069601"
"18286","cg14072418"
"18287","cg14074117"
"18288","cg14074184"
"18289","cg14074305"
"18290","cg14074970"
"18291","cg14075627"
"18292","cg14076231"
"18293","cg14076827"
"18294","cg14078231"
"18295","cg14078613"
"18296","cg14079359"
"18297","cg14081884"
"18298","cg14081950"
"18299","cg14082737"
"18300","cg14083111"
"18301","cg14083356"
"18302","cg14083801"
"18303","cg14084171"
"18304","cg14084211"
"18305","cg14084623"
"18306","cg14084857"
"18307","cg14085203"
"18308","cg14085527"
"18309","cg14086691"
"18310","cg14086933"
"18311","cg14087308"
"18312","cg14087796"
"18313","cg14088119"
"18314","cg14089103"
"18315","cg14089110"
"18316","cg14089945"
"18317","cg14090149"
"18318","cg14090208"
"18319","cg14090389"
"18320","cg14091419"
"18321","cg14091595"
"18322","cg14091920"
"18323","cg14092571"
"18324","cg14092988"
"18325","cg14093127"
"18326","cg14094181"
"18327","cg14094242"
"18328","cg14094460"
"18329","cg14096938"
"18330","cg14098532"
"18331","cg14099398"
"18332","cg14099595"
"18333","cg14099772"
"18334","cg14099845"
"18335","cg14099938"
"18336","cg14100496"
"18337","cg14101038"
"18338","cg14101500"
"18339","cg14101638"
"18340","cg14102186"
"18341","cg14102556"
"18342","cg14102569"
"18343","cg14102634"
"18344","cg14102644"
"18345","cg14103263"
"18346","cg14104700"
"18347","cg14105224"
"18348","cg14107382"
"18349","cg14109482"
"18350","cg14109579"
"18351","cg14110168"
"18352","cg14111334"
"18353","cg14111685"
"18354","cg14112635"
"18355","cg14112997"
"18356","cg14113240"
"18357","cg14113353"
"18358","cg14113739"
"18359","cg14114326"
"18360","cg14114910"
"18361","cg14115431"
"18362","cg14115730"
"18363","cg14116596"
"18364","cg14117320"
"18365","cg14117565"
"18366","cg14118059"
"18367","cg14118666"
"18368","cg14119137"
"18369","cg14119827"
"18370","cg14120583"
"18371","cg14121282"
"18372","cg14123034"
"18373","cg14124405"
"18374","cg14124415"
"18375","cg14124481"
"18376","cg14125403"
"18377","cg14127347"
"18378","cg14127641"
"18379","cg14129329"
"18380","cg14129855"
"18381","cg14130272"
"18382","cg14132013"
"18383","cg14132834"
"18384","cg14133635"
"18385","cg14135522"
"18386","cg14135814"
"18387","cg14135848"
"18388","cg14136374"
"18389","cg14137381"
"18390","cg14138475"
"18391","cg14138549"
"18392","cg14140152"
"18393","cg14140375"
"18394","cg14141328"
"18395","cg14141912"
"18396","cg14142007"
"18397","cg14142171"
"18398","cg14143172"
"18399","cg14143326"
"18400","cg14144366"
"18401","cg14145151"
"18402","cg14145991"
"18403","cg14146366"
"18404","cg14147094"
"18405","cg14147903"
"18406","cg14148690"
"18407","cg14149623"
"18408","cg14149699"
"18409","cg14151317"
"18410","cg14151795"
"18411","cg14152811"
"18412","cg14154082"
"18413","cg14157052"
"18414","cg14157417"
"18415","cg14157527"
"18416","cg14157578"
"18417","cg14158153"
"18418","cg14158690"
"18419","cg14159673"
"18420","cg14159747"
"18421","cg14159971"
"18422","cg14160804"
"18423","cg14161477"
"18424","cg14161589"
"18425","cg14162120"
"18426","cg14162144"
"18427","cg14163311"
"18428","cg14163502"
"18429","cg14165911"
"18430","cg14166131"
"18431","cg14166880"
"18432","cg14167033"
"18433","cg14167415"
"18434","cg14167964"
"18435","cg14167982"
"18436","cg14168055"
"18437","cg14168080"
"18438","cg14168305"
"18439","cg14168573"
"18440","cg14169160"
"18441","cg14169450"
"18442","cg14170201"
"18443","cg14170545"
"18444","cg14171109"
"18445","cg14171430"
"18446","cg14171727"
"18447","cg14173968"
"18448","cg14175932"
"18449","cg14178013"
"18450","cg14178533"
"18451","cg14178705"
"18452","cg14178967"
"18453","cg14179288"
"18454","cg14179575"
"18455","cg14181289"
"18456","cg14181874"
"18457","cg14182049"
"18458","cg14183907"
"18459","cg14183927"
"18460","cg14185390"
"18461","cg14186071"
"18462","cg14186256"
"18463","cg14186264"
"18464","cg14186697"
"18465","cg14186948"
"18466","cg14187293"
"18467","cg14187409"
"18468","cg14187585"
"18469","cg14189583"
"18470","cg14189786"
"18471","cg14190128"
"18472","cg14190344"
"18473","cg14190889"
"18474","cg14191279"
"18475","cg14191343"
"18476","cg14191466"
"18477","cg14191616"
"18478","cg14192207"
"18479","cg14192979"
"18480","cg14194263"
"18481","cg14195178"
"18482","cg14195606"
"18483","cg14196676"
"18484","cg14196932"
"18485","cg14197831"
"18486","cg14197881"
"18487","cg14198221"
"18488","cg14199154"
"18489","cg14199961"
"18490","cg14200127"
"18491","cg14200572"
"18492","cg14201929"
"18493","cg14202087"
"18494","cg14202695"
"18495","cg14203486"
"18496","cg14203738"
"18497","cg14204060"
"18498","cg14204081"
"18499","cg14205001"
"18500","cg14206848"
"18501","cg14207222"
"18502","cg14207799"
"18503","cg14208924"
"18504","cg14209165"
"18505","cg14209317"
"18506","cg14209823"
"18507","cg14210114"
"18508","cg14210528"
"18509","cg14211332"
"18510","cg14211874"
"18511","cg14212190"
"18512","cg14212738"
"18513","cg14215459"
"18514","cg14215586"
"18515","cg14215625"
"18516","cg14218851"
"18517","cg14219262"
"18518","cg14221851"
"18519","cg14222229"
"18520","cg14222314"
"18521","cg14222434"
"18522","cg14222607"
"18523","cg14222964"
"18524","cg14223613"
"18525","cg14225546"
"18526","cg14225719"
"18527","cg14226655"
"18528","cg14228103"
"18529","cg14228300"
"18530","cg14229952"
"18531","cg14230606"
"18532","cg14230692"
"18533","cg14231297"
"18534","cg14233074"
"18535","cg14233295"
"18536","cg14235846"
"18537","cg14236413"
"18538","cg14236618"
"18539","cg14236662"
"18540","cg14237147"
"18541","cg14237301"
"18542","cg14237746"
"18543","cg14237933"
"18544","cg14238120"
"18545","cg14238672"
"18546","cg14239111"
"18547","cg14240634"
"18548","cg14241129"
"18549","cg14241738"
"18550","cg14241748"
"18551","cg14241810"
"18552","cg14242526"
"18553","cg14242995"
"18554","cg14243010"
"18555","cg14244648"
"18556","cg14244878"
"18557","cg14245202"
"18558","cg14245898"
"18559","cg14247180"
"18560","cg14248981"
"18561","cg14250089"
"18562","cg14250997"
"18563","cg14251385"
"18564","cg14252149"
"18565","cg14254918"
"18566","cg14255426"
"18567","cg14256536"
"18568","cg14256840"
"18569","cg14257199"
"18570","cg14257543"
"18571","cg14258645"
"18572","cg14259707"
"18573","cg14260418"
"18574","cg14260458"
"18575","cg14260648"
"18576","cg14262678"
"18577","cg14263093"
"18578","cg14263345"
"18579","cg14263561"
"18580","cg14264023"
"18581","cg14264119"
"18582","cg14264372"
"18583","cg14265704"
"18584","cg14267099"
"18585","cg14267551"
"18586","cg14267811"
"18587","cg14268958"
"18588","cg14269109"
"18589","cg14270494"
"18590","cg14271023"
"18591","cg14272688"
"18592","cg14273093"
"18593","cg14273401"
"18594","cg14273502"
"18595","cg14274019"
"18596","cg14276133"
"18597","cg14276973"
"18598","cg14278614"
"18599","cg14278666"
"18600","cg14280098"
"18601","cg14280627"
"18602","cg14281592"
"18603","cg14281821"
"18604","cg14282087"
"18605","cg14282170"
"18606","cg14282528"
"18607","cg14283059"
"18608","cg14283475"
"18609","cg14283649"
"18610","cg14283756"
"18611","cg14284257"
"18612","cg14284506"
"18613","cg14284805"
"18614","cg14284809"
"18615","cg14285744"
"18616","cg14286869"
"18617","cg14288213"
"18618","cg14288326"
"18619","cg14288399"
"18620","cg14288594"
"18621","cg14289826"
"18622","cg14290170"
"18623","cg14291009"
"18624","cg14292220"
"18625","cg14293300"
"18626","cg14293674"
"18627","cg14293999"
"18628","cg14294910"
"18629","cg14294953"
"18630","cg14294971"
"18631","cg14295842"
"18632","cg14296129"
"18633","cg14297340"
"18634","cg14298379"
"18635","cg14298777"
"18636","cg14299177"
"18637","cg14301024"
"18638","cg14301165"
"18639","cg14301859"
"18640","cg14302130"
"18641","cg14303939"
"18642","cg14304916"
"18643","cg14305454"
"18644","cg14305657"
"18645","cg14307212"
"18646","cg14308286"
"18647","cg14308624"
"18648","cg14309485"
"18649","cg14309916"
"18650","cg14310877"
"18651","cg14310975"
"18652","cg14311481"
"18653","cg14312783"
"18654","cg14313373"
"18655","cg14313569"
"18656","cg14313868"
"18657","cg14314674"
"18658","cg14315410"
"18659","cg14317609"
"18660","cg14319135"
"18661","cg14320120"
"18662","cg14321038"
"18663","cg14321058"
"18664","cg14321275"
"18665","cg14321936"
"18666","cg14323876"
"18667","cg14323910"
"18668","cg14324370"
"18669","cg14329644"
"18670","cg14329697"
"18671","cg14329833"
"18672","cg14330479"
"18673","cg14330516"
"18674","cg14331362"
"18675","cg14331765"
"18676","cg14331858"
"18677","cg14332079"
"18678","cg14332223"
"18679","cg14332346"
"18680","cg14332552"
"18681","cg14332588"
"18682","cg14333237"
"18683","cg14335434"
"18684","cg14336665"
"18685","cg14337655"
"18686","cg14337668"
"18687","cg14338513"
"18688","cg14338551"
"18689","cg14339068"
"18690","cg14339397"
"18691","cg14342838"
"18692","cg14343414"
"18693","cg14344095"
"18694","cg14344620"
"18695","cg14344864"
"18696","cg14347177"
"18697","cg14347643"
"18698","cg14348441"
"18699","cg14350224"
"18700","cg14350557"
"18701","cg14350969"
"18702","cg14351127"
"18703","cg14351440"
"18704","cg14352416"
"18705","cg14352508"
"18706","cg14352951"
"18707","cg14353184"
"18708","cg14353218"
"18709","cg14353573"
"18710","cg14354671"
"18711","cg14356272"
"18712","cg14357481"
"18713","cg14359061"
"18714","cg14359689"
"18715","cg14359804"
"18716","cg14359824"
"18717","cg14359894"
"18718","cg14360225"
"18719","cg14360659"
"18720","cg14361119"
"18721","cg14361627"
"18722","cg14361804"
"18723","cg14363127"
"18724","cg14363146"
"18725","cg14364212"
"18726","cg14364472"
"18727","cg14366007"
"18728","cg14368149"
"18729","cg14368220"
"18730","cg14369981"
"18731","cg14370125"
"18732","cg14372120"
"18733","cg14372324"
"18734","cg14373220"
"18735","cg14373718"
"18736","cg14374089"
"18737","cg14374866"
"18738","cg14375111"
"18739","cg14375499"
"18740","cg14375944"
"18741","cg14375985"
"18742","cg14376170"
"18743","cg14376607"
"18744","cg14379854"
"18745","cg14379965"
"18746","cg14380474"
"18747","cg14382719"
"18748","cg14383355"
"18749","cg14383422"
"18750","cg14383655"
"18751","cg14383658"
"18752","cg14384803"
"18753","cg14386496"
"18754","cg14387360"
"18755","cg14387505"
"18756","cg14389535"
"18757","cg14391345"
"18758","cg14391382"
"18759","cg14391568"
"18760","cg14391770"
"18761","cg14393566"
"18762","cg14394478"
"18763","cg14397120"
"18764","cg14397318"
"18765","cg14397416"
"18766","cg14398957"
"18767","cg14400258"
"18768","cg14400871"
"18769","cg14400879"
"18770","cg14402530"
"18771","cg14403583"
"18772","cg14404164"
"18773","cg14406419"
"18774","cg14408059"
"18775","cg14408356"
"18776","cg14408831"
"18777","cg14408927"
"18778","cg14409625"
"18779","cg14409810"
"18780","cg14410018"
"18781","cg14410964"
"18782","cg14411560"
"18783","cg14411873"
"18784","cg14411912"
"18785","cg14412322"
"18786","cg14412792"
"18787","cg14412833"
"18788","cg14414332"
"18789","cg14414464"
"18790","cg14415954"
"18791","cg14416070"
"18792","cg14416269"
"18793","cg14416559"
"18794","cg14416747"
"18795","cg14417067"
"18796","cg14417099"
"18797","cg14417873"
"18798","cg14419869"
"18799","cg14420117"
"18800","cg14420567"
"18801","cg14422322"
"18802","cg14422500"
"18803","cg14422932"
"18804","cg14423168"
"18805","cg14425891"
"18806","cg14426126"
"18807","cg14427668"
"18808","cg14428590"
"18809","cg14429748"
"18810","cg14429765"
"18811","cg14430007"
"18812","cg14430591"
"18813","cg14431065"
"18814","cg14432143"
"18815","cg14432153"
"18816","cg14432460"
"18817","cg14433248"
"18818","cg14433414"
"18819","cg14434089"
"18820","cg14435059"
"18821","cg14436106"
"18822","cg14436491"
"18823","cg14436871"
"18824","cg14437446"
"18825","cg14438695"
"18826","cg14440664"
"18827","cg14441153"
"18828","cg14443362"
"18829","cg14444099"
"18830","cg14444376"
"18831","cg14447733"
"18832","cg14448393"
"18833","cg14448919"
"18834","cg14449180"
"18835","cg14449524"
"18836","cg14449910"
"18837","cg14450766"
"18838","cg14450955"
"18839","cg14451627"
"18840","cg14451728"
"18841","cg14451791"
"18842","cg14453174"
"18843","cg14455613"
"18844","cg14456396"
"18845","cg14457074"
"18846","cg14457284"
"18847","cg14457452"
"18848","cg14457908"
"18849","cg14460215"
"18850","cg14461732"
"18851","cg14461913"
"18852","cg14462321"
"18853","cg14462750"
"18854","cg14462893"
"18855","cg14464133"
"18856","cg14464802"
"18857","cg14464852"
"18858","cg14465583"
"18859","cg14467464"
"18860","cg14467771"
"18861","cg14468953"
"18862","cg14470729"
"18863","cg14470762"
"18864","cg14470803"
"18865","cg14471096"
"18866","cg14471569"
"18867","cg14471799"
"18868","cg14472716"
"18869","cg14473030"
"18870","cg14473516"
"18871","cg14474302"
"18872","cg14479303"
"18873","cg14479427"
"18874","cg14479463"
"18875","cg14479709"
"18876","cg14479884"
"18877","cg14480249"
"18878","cg14480789"
"18879","cg14480943"
"18880","cg14481079"
"18881","cg14481604"
"18882","cg14482292"
"18883","cg14482748"
"18884","cg14483259"
"18885","cg14484844"
"18886","cg14485787"
"18887","cg14488905"
"18888","cg14492061"
"18889","cg14492599"
"18890","cg14492992"
"18891","cg14493094"
"18892","cg14493742"
"18893","cg14494781"
"18894","cg14495916"
"18895","cg14496523"
"18896","cg14496983"
"18897","cg14497649"
"18898","cg14499678"
"18899","cg14500486"
"18900","cg14500854"
"18901","cg14501839"
"18902","cg14502319"
"18903","cg14502818"
"18904","cg14503564"
"18905","cg14504229"
"18906","cg14505298"
"18907","cg14506175"
"18908","cg14506194"
"18909","cg14507193"
"18910","cg14507427"
"18911","cg14508705"
"18912","cg14509809"
"18913","cg14510207"
"18914","cg14511168"
"18915","cg14511647"
"18916","cg14512156"
"18917","cg14512203"
"18918","cg14513059"
"18919","cg14513082"
"18920","cg14513218"
"18921","cg14513298"
"18922","cg14513730"
"18923","cg14513778"
"18924","cg14514703"
"18925","cg14514716"
"18926","cg14515064"
"18927","cg14515801"
"18928","cg14515811"
"18929","cg14516793"
"18930","cg14516948"
"18931","cg14517309"
"18932","cg14518464"
"18933","cg14518988"
"18934","cg14519356"
"18935","cg14520941"
"18936","cg14521702"
"18937","cg14522097"
"18938","cg14523475"
"18939","cg14523476"
"18940","cg14523772"
"18941","cg14524936"
"18942","cg14525407"
"18943","cg14525860"
"18944","cg14526021"
"18945","cg14526732"
"18946","cg14529643"
"18947","cg14529943"
"18948","cg14530290"
"18949","cg14530476"
"18950","cg14530513"
"18951","cg14530560"
"18952","cg14530833"
"18953","cg14530856"
"18954","cg14530983"
"18955","cg14530993"
"18956","cg14533361"
"18957","cg14533595"
"18958","cg14533651"
"18959","cg14533999"
"18960","cg14536764"
"18961","cg14537090"
"18962","cg14539730"
"18963","cg14541460"
"18964","cg14541582"
"18965","cg14542178"
"18966","cg14543412"
"18967","cg14543641"
"18968","cg14546076"
"18969","cg14546115"
"18970","cg14546197"
"18971","cg14546276"
"18972","cg14548901"
"18973","cg14549295"
"18974","cg14549973"
"18975","cg14549976"
"18976","cg14551616"
"18977","cg14551643"
"18978","cg14553260"
"18979","cg14554788"
"18980","cg14555759"
"18981","cg14556787"
"18982","cg14556851"
"18983","cg14557864"
"18984","cg14559147"
"18985","cg14559725"
"18986","cg14560110"
"18987","cg14560889"
"18988","cg14561541"
"18989","cg14562394"
"18990","cg14564558"
"18991","cg14564638"
"18992","cg14565100"
"18993","cg14565279"
"18994","cg14566214"
"18995","cg14568552"
"18996","cg14571622"
"18997","cg14573270"
"18998","cg14573876"
"18999","cg14573897"
"19000","cg14574127"
"19001","cg14576962"
"19002","cg14577174"
"19003","cg14578612"
"19004","cg14581129"
"19005","cg14581475"
"19006","cg14582108"
"19007","cg14585050"
"19008","cg14586363"
"19009","cg14587401"
"19010","cg14588209"
"19011","cg14588336"
"19012","cg14588422"
"19013","cg14588828"
"19014","cg14589911"
"19015","cg14592928"
"19016","cg14593273"
"19017","cg14593550"
"19018","cg14594859"
"19019","cg14595003"
"19020","cg14595558"
"19021","cg14596593"
"19022","cg14597862"
"19023","cg14598143"
"19024","cg14598478"
"19025","cg14599714"
"19026","cg14599729"
"19027","cg14599857"
"19028","cg14600213"
"19029","cg14600877"
"19030","cg14601097"
"19031","cg14601416"
"19032","cg14601891"
"19033","cg14602827"
"19034","cg14603375"
"19035","cg14603420"
"19036","cg14604386"
"19037","cg14604522"
"19038","cg14605117"
"19039","cg14605357"
"19040","cg14605590"
"19041","cg14605877"
"19042","cg14605999"
"19043","cg14606740"
"19044","cg14607876"
"19045","cg14607894"
"19046","cg14608770"
"19047","cg14609104"
"19048","cg14609402"
"19049","cg14609729"
"19050","cg14609841"
"19051","cg14609960"
"19052","cg14610403"
"19053","cg14611402"
"19054","cg14612870"
"19055","cg14612892"
"19056","cg14613402"
"19057","cg14614539"
"19058","cg14615128"
"19059","cg14615833"
"19060","cg14615914"
"19061","cg14618737"
"19062","cg14619201"
"19063","cg14621221"
"19064","cg14621350"
"19065","cg14621701"
"19066","cg14621900"
"19067","cg14622193"
"19068","cg14623093"
"19069","cg14623910"
"19070","cg14623940"
"19071","cg14624463"
"19072","cg14624563"
"19073","cg14627862"
"19074","cg14629010"
"19075","cg14630424"
"19076","cg14630630"
"19077","cg14631333"
"19078","cg14632031"
"19079","cg14633084"
"19080","cg14633421"
"19081","cg14633704"
"19082","cg14634136"
"19083","cg14634210"
"19084","cg14634850"
"19085","cg14635767"
"19086","cg14636268"
"19087","cg14637927"
"19088","cg14638735"
"19089","cg14638919"
"19090","cg14640051"
"19091","cg14641231"
"19092","cg14641774"
"19093","cg14642338"
"19094","cg14642464"
"19095","cg14643147"
"19096","cg14643586"
"19097","cg14644219"
"19098","cg14646861"
"19099","cg14647957"
"19100","cg14648265"
"19101","cg14649376"
"19102","cg14649589"
"19103","cg14650228"
"19104","cg14650514"
"19105","cg14651079"
"19106","cg14651210"
"19107","cg14651305"
"19108","cg14651355"
"19109","cg14651435"
"19110","cg14652038"
"19111","cg14652403"
"19112","cg14652524"
"19113","cg14652902"
"19114","cg14653849"
"19115","cg14653877"
"19116","cg14654833"
"19117","cg14655116"
"19118","cg14655569"
"19119","cg14655732"
"19120","cg14656180"
"19121","cg14656774"
"19122","cg14656948"
"19123","cg14656949"
"19124","cg14658285"
"19125","cg14659698"
"19126","cg14659814"
"19127","cg14660539"
"19128","cg14661225"
"19129","cg14661431"
"19130","cg14663983"
"19131","cg14666946"
"19132","cg14667780"
"19133","cg14669167"
"19134","cg14669607"
"19135","cg14669842"
"19136","cg14669847"
"19137","cg14669863"
"19138","cg14672128"
"19139","cg14672293"
"19140","cg14673729"
"19141","cg14674091"
"19142","cg14675404"
"19143","cg14675513"
"19144","cg14676711"
"19145","cg14677703"
"19146","cg14678654"
"19147","cg14679463"
"19148","cg14681115"
"19149","cg14682419"
"19150","cg14682878"
"19151","cg14686042"
"19152","cg14687930"
"19153","cg14689122"
"19154","cg14689490"
"19155","cg14689542"
"19156","cg14689655"
"19157","cg14690181"
"19158","cg14691416"
"19159","cg14691529"
"19160","cg14691924"
"19161","cg14692327"
"19162","cg14692457"
"19163","cg14693375"
"19164","cg14693465"
"19165","cg14694712"
"19166","cg14696804"
"19167","cg14697323"
"19168","cg14698238"
"19169","cg14698961"
"19170","cg14699932"
"19171","cg14700153"
"19172","cg14700524"
"19173","cg14701008"
"19174","cg14701597"
"19175","cg14701682"
"19176","cg14701978"
"19177","cg14702231"
"19178","cg14702372"
"19179","cg14703102"
"19180","cg14704714"
"19181","cg14704941"
"19182","cg14705155"
"19183","cg14705308"
"19184","cg14706162"
"19185","cg14706852"
"19186","cg14707353"
"19187","cg14708411"
"19188","cg14708603"
"19189","cg14708893"
"19190","cg14709292"
"19191","cg14710850"
"19192","cg14711243"
"19193","cg14714404"
"19194","cg14714614"
"19195","cg14714797"
"19196","cg14716311"
"19197","cg14717069"
"19198","cg14717122"
"19199","cg14720138"
"19200","cg14721506"
"19201","cg14722082"
"19202","cg14723373"
"19203","cg14724469"
"19204","cg14725968"
"19205","cg14726581"
"19206","cg14727438"
"19207","cg14727880"
"19208","cg14728864"
"19209","cg14729344"
"19210","cg14731225"
"19211","cg14734614"
"19212","cg14735329"
"19213","cg14735645"
"19214","cg14736108"
"19215","cg14738921"
"19216","cg14740554"
"19217","cg14741564"
"19218","cg14741698"
"19219","cg14741922"
"19220","cg14742341"
"19221","cg14742361"
"19222","cg14742716"
"19223","cg14744161"
"19224","cg14744919"
"19225","cg14746387"
"19226","cg14746762"
"19227","cg14746767"
"19228","cg14747065"
"19229","cg14747498"
"19230","cg14748746"
"19231","cg14749802"
"19232","cg14752069"
"19233","cg14753740"
"19234","cg14755900"
"19235","cg14756207"
"19236","cg14757157"
"19237","cg14757339"
"19238","cg14757492"
"19239","cg14758204"
"19240","cg14758556"
"19241","cg14758680"
"19242","cg14759472"
"19243","cg14759549"
"19244","cg14759931"
"19245","cg14761252"
"19246","cg14761923"
"19247","cg14762896"
"19248","cg14763172"
"19249","cg14767768"
"19250","cg14768923"
"19251","cg14772301"
"19252","cg14772439"
"19253","cg14773207"
"19254","cg14773235"
"19255","cg14773466"
"19256","cg14773480"
"19257","cg14773822"
"19258","cg14774009"
"19259","cg14778235"
"19260","cg14778264"
"19261","cg14778721"
"19262","cg14778922"
"19263","cg14781242"
"19264","cg14781443"
"19265","cg14781805"
"19266","cg14782237"
"19267","cg14782559"
"19268","cg14784428"
"19269","cg14784868"
"19270","cg14785303"
"19271","cg14785579"
"19272","cg14786381"
"19273","cg14786652"
"19274","cg14787112"
"19275","cg14789841"
"19276","cg14792075"
"19277","cg14795227"
"19278","cg14795253"
"19279","cg14795555"
"19280","cg14797147"
"19281","cg14797413"
"19282","cg14798158"
"19283","cg14798310"
"19284","cg14798754"
"19285","cg14799277"
"19286","cg14799488"
"19287","cg14799809"
"19288","cg14801692"
"19289","cg14802609"
"19290","cg14803009"
"19291","cg14805174"
"19292","cg14807793"
"19293","cg14810825"
"19294","cg14812376"
"19295","cg14812517"
"19296","cg14812587"
"19297","cg14814876"
"19298","cg14818701"
"19299","cg14819160"
"19300","cg14820908"
"19301","cg14821045"
"19302","cg14823080"
"19303","cg14824921"
"19304","cg14825633"
"19305","cg14825684"
"19306","cg14825858"
"19307","cg14827469"
"19308","cg14827740"
"19309","cg14828673"
"19310","cg14829303"
"19311","cg14829360"
"19312","cg14829953"
"19313","cg14830371"
"19314","cg14830846"
"19315","cg14832954"
"19316","cg14834300"
"19317","cg14834466"
"19318","cg14836643"
"19319","cg14837792"
"19320","cg14837825"
"19321","cg14840439"
"19322","cg14840782"
"19323","cg14841965"
"19324","cg14842237"
"19325","cg14842777"
"19326","cg14843902"
"19327","cg14844619"
"19328","cg14847045"
"19329","cg14847917"
"19330","cg14848469"
"19331","cg14849071"
"19332","cg14849526"
"19333","cg14850530"
"19334","cg14851317"
"19335","cg14851346"
"19336","cg14851700"
"19337","cg14853169"
"19338","cg14853964"
"19339","cg14853981"
"19340","cg14854329"
"19341","cg14854474"
"19342","cg14854503"
"19343","cg14854798"
"19344","cg14855679"
"19345","cg14856052"
"19346","cg14856563"
"19347","cg14856585"
"19348","cg14857380"
"19349","cg14857615"
"19350","cg14858763"
"19351","cg14859044"
"19352","cg14859854"
"19353","cg14859874"
"19354","cg14860079"
"19355","cg14860928"
"19356","cg14861097"
"19357","cg14861803"
"19358","cg14864352"
"19359","cg14866419"
"19360","cg14867071"
"19361","cg14867121"
"19362","cg14868599"
"19363","cg14869141"
"19364","cg14870156"
"19365","cg14870948"
"19366","cg14872707"
"19367","cg14872828"
"19368","cg14874216"
"19369","cg14875081"
"19370","cg14876463"
"19371","cg14877834"
"19372","cg14878913"
"19373","cg14879948"
"19374","cg14880282"
"19375","cg14881054"
"19376","cg14882150"
"19377","cg14882797"
"19378","cg14882807"
"19379","cg14883135"
"19380","cg14883605"
"19381","cg14883993"
"19382","cg14884291"
"19383","cg14885973"
"19384","cg14887054"
"19385","cg14889011"
"19386","cg14889070"
"19387","cg14891022"
"19388","cg14892359"
"19389","cg14892517"
"19390","cg14895298"
"19391","cg14896608"
"19392","cg14896756"
"19393","cg14896830"
"19394","cg14897765"
"19395","cg14900909"
"19396","cg14904363"
"19397","cg14904688"
"19398","cg14905691"
"19399","cg14905731"
"19400","cg14909179"
"19401","cg14911314"
"19402","cg14911393"
"19403","cg14911708"
"19404","cg14912375"
"19405","cg14913407"
"19406","cg14913688"
"19407","cg14914254"
"19408","cg14916192"
"19409","cg14916983"
"19410","cg14918300"
"19411","cg14918338"
"19412","cg14918782"
"19413","cg14919252"
"19414","cg14919929"
"19415","cg14921884"
"19416","cg14924510"
"19417","cg14926103"
"19418","cg14926231"
"19419","cg14926485"
"19420","cg14926965"
"19421","cg14927004"
"19422","cg14927277"
"19423","cg14927724"
"19424","cg14927745"
"19425","cg14928378"
"19426","cg14928734"
"19427","cg14928902"
"19428","cg14931776"
"19429","cg14932408"
"19430","cg14933676"
"19431","cg14935711"
"19432","cg14936497"
"19433","cg14937409"
"19434","cg14937607"
"19435","cg14939096"
"19436","cg14940449"
"19437","cg14941073"
"19438","cg14941149"
"19439","cg14942536"
"19440","cg14942918"
"19441","cg14943135"
"19442","cg14943816"
"19443","cg14944538"
"19444","cg14944696"
"19445","cg14944901"
"19446","cg14945456"
"19447","cg14945473"
"19448","cg14945774"
"19449","cg14947900"
"19450","cg14949292"
"19451","cg14951193"
"19452","cg14951488"
"19453","cg14952266"
"19454","cg14952966"
"19455","cg14956546"
"19456","cg14957240"
"19457","cg14957731"
"19458","cg14957748"
"19459","cg14958310"
"19460","cg14959695"
"19461","cg14960592"
"19462","cg14962943"
"19463","cg14963062"
"19464","cg14964115"
"19465","cg14968494"
"19466","cg14968768"
"19467","cg14968860"
"19468","cg14969094"
"19469","cg14969671"
"19470","cg14970186"
"19471","cg14970666"
"19472","cg14971879"
"19473","cg14972139"
"19474","cg14972755"
"19475","cg14972814"
"19476","cg14972843"
"19477","cg14973360"
"19478","cg14973408"
"19479","cg14974722"
"19480","cg14975154"
"19481","cg14976001"
"19482","cg14976190"
"19483","cg14976276"
"19484","cg14977707"
"19485","cg14980020"
"19486","cg14981422"
"19487","cg14982357"
"19488","cg14982930"
"19489","cg14983172"
"19490","cg14983293"
"19491","cg14983684"
"19492","cg14983777"
"19493","cg14984126"
"19494","cg14986359"
"19495","cg14986362"
"19496","cg14987283"
"19497","cg14987922"
"19498","cg14988553"
"19499","cg14989308"
"19500","cg14989959"
"19501","cg14990262"
"19502","cg14990413"
"19503","cg14990438"
"19504","cg14990681"
"19505","cg14991004"
"19506","cg14991358"
"19507","cg14991769"
"19508","cg14992217"
"19509","cg14992771"
"19510","cg14993200"
"19511","cg14993486"
"19512","cg14994396"
"19513","cg14994447"
"19514","cg14994483"
"19515","cg14995062"
"19516","cg14995148"
"19517","cg14998086"
"19518","cg14999031"
"19519","cg14999726"
"19520","cg14999934"
"19521","cg15000279"
"19522","cg15000813"
"19523","cg15001381"
"19524","cg15001547"
"19525","cg15001930"
"19526","cg15001959"
"19527","cg15007983"
"19528","cg15010062"
"19529","cg15010396"
"19530","cg15011501"
"19531","cg15012939"
"19532","cg15013523"
"19533","cg15014355"
"19534","cg15014361"
"19535","cg15014639"
"19536","cg15017604"
